ind	reg	sex	chrom	nonEnrCG	nonEnrnonCG	EnrCG	EnrnonCG
S_Hazara-2	SouthAsia	M	3	136	1913	25	226
S_Hezhen-1	EastAsia	M	3	178	1887	32	258
S_Hezhen-2	EastAsia	F	3	186	1929	30	215
S_Hungarian-1	WestEurasia	F	3	186	1977	20	242
S_Hungarian-2	WestEurasia	M	3	179	1912	17	232
S_Icelandic-1	WestEurasia	F	3	173	1990	17	216
S_Icelandic-2	WestEurasia	F	3	168	1944	36	211
S_Iranian-1	WestEurasia	M	3	161	1905	25	250
S_Iranian-2	WestEurasia	M	3	182	2034	23	218
S_Iraqi_Jew-1	WestEurasia	F	3	161	1969	32	282
S_Iraqi_Jew-2	WestEurasia	M	3	135	1885	26	233
S_Irula-1	SouthAsia	M	3	170	1944	30	279
S_Irula-2	SouthAsia	M	3	181	1895	22	234
S_Itelman-1	CentralAsiaSiberia	F	3	185	2008	25	225
S_Japanese-1	EastAsia	M	3	175	2021	34	209
S_Japanese-2	EastAsia	F	3	135	1941	19	236
S_Japanese-3	EastAsia	M	3	154	2053	21	208
S_Jordanian-1	WestEurasia	M	3	168	1890	19	247
S_Jordanian-2	WestEurasia	M	3	154	1825	22	218
S_Jordanian-3	WestEurasia	M	3	178	1875	29	256
S_Kalash-1	SouthAsia	M	3	172	2008	27	294
S_Kalash-2	SouthAsia	F	3	127	1808	21	237
S_Kapu-1	SouthAsia	M	3	164	1953	38	271
S_Kapu-2	SouthAsia	M	3	166	1956	32	214
S_Karitiana-1	America	M	3	154	1853	23	248
S_Karitiana-2	America	F	3	178	1940	20	204
S_Khonda_Dora-1	SouthAsia	M	3	165	1897	21	232
S_Kinh-1	EastAsia	F	3	162	1836	24	226
S_Kinh-2	EastAsia	M	3	156	1933	18	265
S_Korean-1	EastAsia	M	3	161	1909	20	224
S_Korean-2	EastAsia	F	3	145	1936	23	232
S_Kusunda-1	SouthAsia	M	3	190	2029	30	250
S_Kusunda-2	SouthAsia	M	3	185	1990	29	228
S_Kyrgyz-1	CentralAsiaSiberia	M	3	183	1898	31	249
S_Kyrgyz-2	CentralAsiaSiberia	F	3	174	1887	23	220
S_Lahu-1	EastAsia	F	3	181	1927	24	213
S_Lahu-2	EastAsia	M	3	174	1984	35	232
S_Lezgin-1	WestEurasia	M	3	185	1942	27	227
S_Lezgin-2	WestEurasia	M	3	173	1959	21	230
S_Madiga-1	SouthAsia	M	3	170	1929	27	263
S_Madiga-2	SouthAsia	M	3	172	1918	15	230
S_Makrani-1	SouthAsia	M	3	156	1951	22	253
S_Makrani-2	SouthAsia	F	3	156	1999	25	199
S_Mala-2	SouthAsia	M	3	184	1970	17	229
S_Mala-3	SouthAsia	M	3	164	1976	22	193
S_Mansi-1	CentralAsiaSiberia	M	3	163	2087	20	243
S_Mansi-2	CentralAsiaSiberia	F	3	170	2058	27	262
S_Mayan-1	America	F	3	163	1956	32	225
S_Mayan-2	America	F	3	150	1920	29	199
S_Miao-1	EastAsia	M	3	184	1977	27	222
S_Miao-2	EastAsia	F	3	162	1933	21	246
S_Mixe-2	America	F	3	153	1861	33	237
S_Mixe-3	America	F	3	163	1907	30	240
S_Mixtec-1	America	M	3	152	1936	23	238
S_Mixtec-2	America	F	3	159	1897	37	238
S_Mongola-1	CentralAsiaSiberia	M	3	152	1923	33	280
S_Mongola-2	CentralAsiaSiberia	F	3	199	1896	19	217
S_Naxi-1	EastAsia	M	3	173	1836	20	224
S_Naxi-2	EastAsia	F	3	179	1896	37	259
S_Naxi-3	EastAsia	F	3	154	1856	24	204
S_North_Ossetian-1	WestEurasia	M	3	169	1932	22	246
S_North_Ossetian-2	WestEurasia	M	3	158	1830	23	256
S_Norwegian-1	WestEurasia	F	3	163	1849	26	299
S_Orcadian-1	WestEurasia	M	3	170	2103	11	205
S_Orcadian-2	WestEurasia	F	3	162	1965	31	255
S_Oroqen-1	EastAsia	M	3	166	1969	36	240
S_Oroqen-2	EastAsia	F	3	153	1814	20	203
S_Palestinian-1	WestEurasia	M	3	178	1903	25	213
S_Palestinian-2	WestEurasia	M	3	163	2048	27	268
S_Palestinian-3	WestEurasia	F	3	161	1860	29	270
S_Pathan-1	SouthAsia	M	3	185	1920	25	259
S_Pathan-2	SouthAsia	F	3	180	1971	24	255
S_Piapoco-1	America	F	3	159	1899	32	240
S_Piapoco-2	America	F	3	166	1983	29	228
S_Pima-1	America	M	3	152	1957	30	230
S_Pima-2	America	F	3	156	1946	21	238
S_Polish-1	WestEurasia	M	3	167	1969	14	202
S_Punjabi-1	SouthAsia	M	3	161	1949	29	259
S_Punjabi-2	SouthAsia	M	3	158	1943	27	275
S_Punjabi-3	SouthAsia	F	3	161	1947	20	213
S_Punjabi-4	SouthAsia	F	3	154	1938	22	240
S_Quechua-1	America	F	3	143	1834	29	230
S_Quechua-2	America	M	3	144	1820	28	235
S_Quechua-3	America	F	3	140	1884	27	229
S_Relli-1	SouthAsia	M	3	184	1968	30	282
S_Relli-2	SouthAsia	M	3	181	1906	32	234
S_Russian-1	WestEurasia	M	3	149	1996	24	253
S_Russian-2	WestEurasia	F	3	185	2102	28	224
S_Saami-1	WestEurasia	F	3	177	1916	21	264
S_Saami-2	WestEurasia	M	3	144	1901	23	271
S_Samaritan-1	WestEurasia	M	3	171	1987	25	291
S_Sardinian-1	WestEurasia	M	3	153	1997	20	221
S_Sardinian-2	WestEurasia	F	3	197	2010	24	263
S_She-1	EastAsia	F	3	180	1929	25	228
S_She-2	EastAsia	M	3	176	1926	23	247
S_Sindhi-1	SouthAsia	M	3	180	1988	19	226
S_Sindhi-2	SouthAsia	F	3	154	1830	27	242
S_Spanish-1	WestEurasia	M	3	185	1927	29	253
S_Spanish-2	WestEurasia	F	3	166	1959	23	194
S_Surui-1	America	F	3	170	2010	25	226
S_Surui-2	America	F	3	178	2010	26	241
S_Tajik-1	WestEurasia	M	3	178	1965	34	262
S_Tajik-2	WestEurasia	M	3	174	1935	18	240
S_Thai-1	EastAsia	M	3	164	1969	33	270
S_Thai-2	EastAsia	F	3	161	1867	25	194
S_Tlingit-1	CentralAsiaSiberia	M	3	146	1898	20	249
S_Tlingit-2	CentralAsiaSiberia	F	3	158	1928	31	262
S_Tu-1	EastAsia	M	3	173	1902	30	200
S_Tu-2	EastAsia	F	3	156	1926	29	213
S_Tubalar-1	CentralAsiaSiberia	F	3	187	1935	18	205
S_Tubalar-2	CentralAsiaSiberia	F	3	152	1964	24	209
S_Tujia-1	EastAsia	M	3	176	2020	34	245
S_Tujia-2	EastAsia	F	3	148	1916	24	197
S_Turkish-1	WestEurasia	M	3	158	1815	16	230
S_Turkish-2	WestEurasia	F	3	161	1913	24	237
S_Tuscan-1	WestEurasia	F	3	164	1831	24	259
S_Tuscan-2	WestEurasia	M	3	162	1962	21	269
S_Ulchi-1	CentralAsiaSiberia	F	3	183	1940	31	235
S_Ulchi-2	CentralAsiaSiberia	F	3	153	1905	21	228
S_Uygur-1	EastAsia	F	3	157	1821	31	219
S_Uygur-2	EastAsia	M	3	148	1965	23	228
S_Xibo-1	EastAsia	M	3	145	1784	23	193
S_Xibo-2	EastAsia	M	3	162	1927	20	225
S_Yadava-1	SouthAsia	M	3	151	1914	19	226
S_Yadava-2	SouthAsia	M	3	161	1970	24	282
S_Yakut-1	CentralAsiaSiberia	F	3	142	1817	25	208
S_Yakut-2	CentralAsiaSiberia	M	3	154	1758	31	218
S_Yemenite_Jew-1	WestEurasia	F	3	170	2014	33	305
S_Yemenite_Jew-2	WestEurasia	M	3	156	1950	34	255
S_Yi-1	EastAsia	M	3	146	1835	30	216
S_Yi-2	EastAsia	F	3	142	1760	27	236
S_Zapotec-1	America	M	3	162	1875	27	238
S_Zapotec-2	America	M	3	150	1816	24	216
S_Abkhasian-1	WestEurasia	M	4	116	1701	7	139
S_Abkhasian-2	WestEurasia	M	4	122	1703	10	128
S_Adygei-1	WestEurasia	M	4	127	1888	16	202
S_Adygei-2	WestEurasia	F	4	135	1749	17	135
S_Albanian-1	WestEurasia	F	4	121	1680	16	152
S_Aleut-1	CentralAsiaSiberia	M	4	136	1717	15	138
S_Aleut-2	CentralAsiaSiberia	F	4	131	1740	16	147
S_Altaian-1	CentralAsiaSiberia	M	4	116	1614	21	150
S_Ami-1	EastAsia	M	4	126	1793	10	116
S_Ami-2	EastAsia	M	4	111	1826	8	123
S_Armenian-1	WestEurasia	M	4	122	1806	13	132
S_Armenian-2	WestEurasia	M	4	127	1708	2	142
S_Atayal-1	EastAsia	M	4	142	1669	12	149
S_Balochi-1	SouthAsia	M	4	140	1696	11	125
S_Balochi-2	SouthAsia	M	4	123	1706	14	137
S_Basque-1	WestEurasia	M	4	137	1712	15	144
S_Basque-2	WestEurasia	F	4	132	1660	21	122
S_BedouinB-1	WestEurasia	M	4	98	1618	6	137
S_BedouinB-2	WestEurasia	F	4	114	1598	14	139
S_Bengali-1	SouthAsia	M	4	128	1816	19	168
S_Bengali-2	SouthAsia	F	4	136	1771	21	129
S_Bergamo-1	WestEurasia	M	4	106	1691	12	133
S_Bergamo-2	WestEurasia	F	4	118	1706	14	153
S_Brahmin-1	SouthAsia	M	4	121	1721	16	130
S_Brahmin-2	SouthAsia	M	4	127	1710	21	176
S_Brahui-1	SouthAsia	M	4	102	1683	14	143
S_Brahui-2	SouthAsia	M	4	143	1699	19	177
S_Bulgarian-1	WestEurasia	M	4	119	1736	11	116
S_Bulgarian-2	WestEurasia	M	4	114	1623	3	124
S_Burmese-1	EastAsia	M	4	134	1714	14	108
S_Burmese-2	EastAsia	M	4	136	1644	10	123
S_Burusho-1	SouthAsia	M	4	115	1656	13	143
S_Burusho-2	SouthAsia	F	4	117	1679	13	129
S_Cambodian-1	EastAsia	M	4	119	1826	21	126
S_Cambodian-2	EastAsia	F	4	120	1760	14	139
S_Chane-1	America	M	4	132	1831	20	164
S_Chechen-1	WestEurasia	M	4	125	1720	8	141
S_Chukchi-1	CentralAsiaSiberia	M	4	120	1654	23	180
S_Czech-2	WestEurasia	M	4	128	1816	6	142
S_Dai-1	EastAsia	F	4	116	1740	15	94
S_Dai-2	EastAsia	M	4	127	1643	19	119
S_Dai-3	EastAsia	F	4	113	1713	14	125
S_Daur-2	EastAsia	F	4	143	1640	15	133
S_Druze-1	WestEurasia	F	4	139	1877	15	138
S_Druze-2	WestEurasia	M	4	118	1653	14	160
S_English-1	WestEurasia	M	4	96	1790	16	147
S_English-2	WestEurasia	F	4	120	1612	19	164
S_Eskimo_Chaplin-1	CentralAsiaSiberia	M	4	129	1707	18	141
S_Eskimo_Naukan-1	CentralAsiaSiberia	F	4	114	1709	20	167
S_Eskimo_Naukan-2	CentralAsiaSiberia	F	4	129	1750	8	144
S_Eskimo_Sireniki-1	CentralAsiaSiberia	M	4	125	1785	16	140
S_Eskimo_Sireniki-2	CentralAsiaSiberia	F	4	117	1703	13	144
S_Estonian-1	WestEurasia	M	4	136	1714	18	155
S_Estonian-2	WestEurasia	M	4	116	1717	15	121
S_Even-1	CentralAsiaSiberia	F	4	126	1641	23	147
S_Even-2	CentralAsiaSiberia	M	4	114	1675	16	137
S_Even-3	CentralAsiaSiberia	F	4	152	1712	14	156
S_Finnish-1	WestEurasia	F	4	123	1575	14	151
S_Finnish-2	WestEurasia	M	4	115	1814	11	95
S_Finnish-3	WestEurasia	M	4	132	1823	17	160
S_French-1	WestEurasia	M	4	104	1645	19	169
S_French-2	WestEurasia	F	4	147	1642	16	143
S_Georgian-1	WestEurasia	M	4	121	1668	14	144
S_Georgian-2	WestEurasia	M	4	113	1732	16	139
S_Greek-1	WestEurasia	M	4	129	1712	10	142
S_Greek-2	WestEurasia	M	4	126	1714	13	116
S_Han-1	EastAsia	F	4	125	1767	16	135
S_Han-2	EastAsia	M	4	114	1686	7	113
S_Hazara-1	SouthAsia	M	4	123	1611	17	168
S_Hazara-2	SouthAsia	M	4	127	1746	13	155
S_Hezhen-1	EastAsia	M	4	151	1719	24	161
S_Hezhen-2	EastAsia	F	4	138	1673	17	150
S_Hungarian-1	WestEurasia	F	4	115	1771	15	149
S_Hungarian-2	WestEurasia	M	4	128	1683	17	128
S_Icelandic-1	WestEurasia	F	4	108	1617	21	137
S_Icelandic-2	WestEurasia	F	4	127	1715	17	155
S_Iranian-1	WestEurasia	M	4	128	1681	17	158
S_Iranian-2	WestEurasia	M	4	134	1822	10	125
S_Iraqi_Jew-1	WestEurasia	F	4	148	1820	12	157
S_Iraqi_Jew-2	WestEurasia	M	4	124	1736	16	165
S_Irula-1	SouthAsia	M	4	128	1845	13	143
S_Irula-2	SouthAsia	M	4	119	1727	12	157
S_Itelman-1	CentralAsiaSiberia	F	4	133	1703	20	105
S_Japanese-1	EastAsia	M	4	118	1719	8	125
S_Japanese-2	EastAsia	F	4	128	1653	20	126
S_Japanese-3	EastAsia	M	4	124	1713	21	171
S_Jordanian-1	WestEurasia	M	4	120	1578	14	147
S_Jordanian-2	WestEurasia	M	4	116	1718	9	132
S_Jordanian-3	WestEurasia	M	4	117	1662	10	152
S_Kalash-1	SouthAsia	M	4	120	1656	14	132
S_Kalash-2	SouthAsia	F	4	114	1631	19	146
S_Kapu-1	SouthAsia	M	4	131	1745	17	130
S_Kapu-2	SouthAsia	M	4	126	1613	22	125
S_Karitiana-1	America	M	4	150	1796	16	167
S_Karitiana-2	America	F	4	120	1829	17	154
S_Khonda_Dora-1	SouthAsia	M	4	144	1679	9	133
S_Kinh-1	EastAsia	F	4	119	1720	12	135
S_Kinh-2	EastAsia	M	4	128	1647	11	114
S_Korean-1	EastAsia	M	4	140	1741	19	141
S_Korean-2	EastAsia	F	4	135	1731	8	120
S_Kusunda-1	SouthAsia	M	4	112	1643	13	127
S_Kusunda-2	SouthAsia	M	4	105	1756	15	117
S_Kyrgyz-1	CentralAsiaSiberia	M	4	136	1740	19	136
S_Kyrgyz-2	CentralAsiaSiberia	F	4	132	1665	12	128
S_Lahu-1	EastAsia	F	4	115	1638	11	130
S_Lahu-2	EastAsia	M	4	117	1743	14	169
S_Lezgin-1	WestEurasia	M	4	119	1733	12	159
S_Lezgin-2	WestEurasia	M	4	111	1609	13	122
S_Madiga-1	SouthAsia	M	4	137	1881	13	159
S_Madiga-2	SouthAsia	M	4	144	1818	20	166
S_Makrani-1	SouthAsia	M	4	146	1740	15	147
S_Makrani-2	SouthAsia	F	4	115	1749	19	144
S_Mala-2	SouthAsia	M	4	122	1690	11	133
S_Mala-3	SouthAsia	M	4	114	1687	17	128
S_Mansi-1	CentralAsiaSiberia	M	4	143	1681	15	125
S_Mansi-2	CentralAsiaSiberia	F	4	146	1717	17	121
S_Mayan-1	America	F	4	124	1688	11	161
S_Mayan-2	America	F	4	123	1826	18	150
S_Miao-1	EastAsia	M	4	127	1711	9	130
S_Miao-2	EastAsia	F	4	124	1718	22	152
S_Mixe-2	America	F	4	134	1789	13	144
S_Mixe-3	America	F	4	135	1782	17	123
S_Mixtec-1	America	M	4	119	1736	15	138
S_Mixtec-2	America	F	4	119	1737	23	192
S_Mongola-1	CentralAsiaSiberia	M	4	118	1760	17	144
S_Mongola-2	CentralAsiaSiberia	F	4	115	1715	14	114
S_Naxi-1	EastAsia	M	4	126	1633	22	140
S_Naxi-2	EastAsia	F	4	125	1706	11	124
S_Naxi-3	EastAsia	F	4	122	1780	14	117
S_North_Ossetian-1	WestEurasia	M	4	119	1689	12	141
S_North_Ossetian-2	WestEurasia	M	4	113	1729	10	149
S_Norwegian-1	WestEurasia	F	4	127	1710	26	144
S_Orcadian-1	WestEurasia	M	4	124	1761	12	163
S_Orcadian-2	WestEurasia	F	4	102	1655	17	133
S_Oroqen-1	EastAsia	M	4	130	1730	16	153
S_Oroqen-2	EastAsia	F	4	133	1683	18	168
S_Palestinian-1	WestEurasia	M	4	131	1748	15	124
S_Palestinian-2	WestEurasia	M	4	160	1846	8	137
S_Palestinian-3	WestEurasia	F	4	117	1653	5	156
S_Pathan-1	SouthAsia	M	4	126	1758	17	123
S_Pathan-2	SouthAsia	F	4	121	1766	8	153
S_Piapoco-1	America	F	4	128	1703	13	135
S_Piapoco-2	America	F	4	125	1755	14	133
S_Pima-1	America	M	4	157	1814	17	143
S_Pima-2	America	F	4	146	1802	17	151
S_Polish-1	WestEurasia	M	4	120	1747	15	133
S_Punjabi-1	SouthAsia	M	4	127	1641	16	143
S_Punjabi-2	SouthAsia	M	4	133	1759	19	152
S_Punjabi-3	SouthAsia	F	4	141	1743	14	141
S_Punjabi-4	SouthAsia	F	4	135	1843	10	123
S_Quechua-1	America	F	4	128	1676	11	139
S_Quechua-2	America	M	4	134	1712	15	149
S_Quechua-3	America	F	4	117	1672	13	120
S_Relli-1	SouthAsia	M	4	134	1648	10	126
S_Relli-2	SouthAsia	M	4	123	1789	22	128
S_Russian-1	WestEurasia	M	4	144	1852	16	146
S_Russian-2	WestEurasia	F	4	140	1691	13	136
S_Saami-1	WestEurasia	F	4	124	1629	11	150
S_Saami-2	WestEurasia	M	4	114	1753	14	138
S_Samaritan-1	WestEurasia	M	4	133	1653	11	138
S_Sardinian-1	WestEurasia	M	4	113	1716	14	121
S_Sardinian-2	WestEurasia	F	4	120	1794	12	124
S_She-1	EastAsia	F	4	125	1682	14	120
S_She-2	EastAsia	M	4	122	1679	17	121
S_Sindhi-1	SouthAsia	M	4	136	1763	20	129
S_Sindhi-2	SouthAsia	F	4	110	1825	16	162
S_Spanish-1	WestEurasia	M	4	106	1632	14	143
S_Spanish-2	WestEurasia	F	4	124	1758	14	126
S_Surui-1	America	F	4	112	1766	12	153
S_Surui-2	America	F	4	121	1817	15	162
S_Tajik-1	WestEurasia	M	4	135	1711	25	139
S_Tajik-2	WestEurasia	M	4	103	1672	19	132
S_Thai-1	EastAsia	M	4	118	1757	12	139
S_Thai-2	EastAsia	F	4	133	1729	11	121
S_Tlingit-1	CentralAsiaSiberia	M	4	134	1759	14	149
S_Tlingit-2	CentralAsiaSiberia	F	4	130	1680	13	148
S_Tu-1	EastAsia	M	4	135	1760	18	147
S_Tu-2	EastAsia	F	4	122	1667	21	120
S_Tubalar-1	CentralAsiaSiberia	F	4	136	1630	12	110
S_Tubalar-2	CentralAsiaSiberia	F	4	109	1646	14	146
S_Tujia-1	EastAsia	M	4	127	1664	8	103
S_Tujia-2	EastAsia	F	4	127	1577	13	129
S_Turkish-1	WestEurasia	M	4	115	1680	14	141
S_Turkish-2	WestEurasia	F	4	112	1686	12	135
S_Tuscan-1	WestEurasia	F	4	113	1731	20	156
S_Tuscan-2	WestEurasia	M	4	130	1611	20	158
S_Ulchi-1	CentralAsiaSiberia	F	4	147	1675	18	139
S_Ulchi-2	CentralAsiaSiberia	F	4	130	1712	17	137
S_Uygur-1	EastAsia	F	4	102	1552	14	128
S_Uygur-2	EastAsia	M	4	133	1770	8	133
S_Xibo-1	EastAsia	M	4	113	1682	17	148
S_Xibo-2	EastAsia	M	4	113	1748	17	142
S_Yadava-1	SouthAsia	M	4	131	1770	14	136
S_Yadava-2	SouthAsia	M	4	113	1692	12	170
S_Yakut-1	CentralAsiaSiberia	F	4	122	1650	23	172
S_Yakut-2	CentralAsiaSiberia	M	4	141	1662	16	144
S_Yemenite_Jew-1	WestEurasia	F	4	114	1766	12	145
S_Yemenite_Jew-2	WestEurasia	M	4	136	1827	10	115
S_Yi-1	EastAsia	M	4	113	1573	13	135
S_Yi-2	EastAsia	F	4	98	1537	13	133
S_Zapotec-1	America	M	4	122	1761	14	135
S_Zapotec-2	America	M	4	124	1698	25	146
S_Abkhasian-1	WestEurasia	M	5	113	1341	18	136
S_Abkhasian-2	WestEurasia	M	5	139	1416	17	133
S_Adygei-1	WestEurasia	M	5	141	1456	19	136
S_Adygei-2	WestEurasia	F	5	129	1487	19	137
S_Albanian-1	WestEurasia	F	5	109	1370	9	139
S_Aleut-1	CentralAsiaSiberia	M	5	116	1330	21	139
S_Aleut-2	CentralAsiaSiberia	F	5	125	1326	20	131
S_Altaian-1	CentralAsiaSiberia	M	5	128	1375	10	117
S_Ami-1	EastAsia	M	5	138	1482	23	180
S_Ami-2	EastAsia	M	5	120	1424	10	138
S_Armenian-1	WestEurasia	M	5	103	1438	22	162
S_Armenian-2	WestEurasia	M	5	126	1425	16	145
S_Atayal-1	EastAsia	M	5	156	1421	11	140
S_Balochi-1	SouthAsia	M	5	121	1375	33	180
S_Balochi-2	SouthAsia	M	5	118	1443	21	182
S_Basque-1	WestEurasia	M	5	106	1349	16	121
S_Basque-2	WestEurasia	F	5	119	1442	13	169
S_BedouinB-1	WestEurasia	M	5	123	1407	15	126
S_BedouinB-2	WestEurasia	F	5	109	1332	9	140
S_Bengali-1	SouthAsia	M	5	136	1435	17	125
S_Bengali-2	SouthAsia	F	5	114	1472	15	139
S_Bergamo-1	WestEurasia	M	5	130	1353	19	149
S_Bergamo-2	WestEurasia	F	5	128	1517	17	131
S_Brahmin-1	SouthAsia	M	5	138	1410	9	113
S_Brahmin-2	SouthAsia	M	5	123	1404	23	121
S_Brahui-1	SouthAsia	M	5	134	1406	24	146
S_Brahui-2	SouthAsia	M	5	115	1457	24	149
S_Bulgarian-1	WestEurasia	M	5	128	1335	16	137
S_Bulgarian-2	WestEurasia	M	5	143	1405	13	113
S_Burmese-1	EastAsia	M	5	130	1392	16	120
S_Burmese-2	EastAsia	M	5	103	1487	8	135
S_Burusho-1	SouthAsia	M	5	107	1408	19	178
S_Burusho-2	SouthAsia	F	5	115	1477	18	144
S_Cambodian-1	EastAsia	M	5	126	1311	17	140
S_Cambodian-2	EastAsia	F	5	133	1485	14	113
S_Chane-1	America	M	5	136	1449	12	139
S_Chechen-1	WestEurasia	M	5	128	1377	19	154
S_Chukchi-1	CentralAsiaSiberia	M	5	125	1525	12	145
S_Czech-2	WestEurasia	M	5	146	1498	16	167
S_Dai-1	EastAsia	F	5	136	1433	10	131
S_Dai-2	EastAsia	M	5	124	1399	21	139
S_Dai-3	EastAsia	F	5	111	1222	20	138
S_Daur-2	EastAsia	F	5	102	1537	19	159
S_Druze-1	WestEurasia	F	5	125	1434	14	155
S_Druze-2	WestEurasia	M	5	117	1365	24	131
S_English-1	WestEurasia	M	5	134	1405	12	142
S_English-2	WestEurasia	F	5	133	1365	14	141
S_Eskimo_Chaplin-1	CentralAsiaSiberia	M	5	120	1385	24	149
S_Eskimo_Naukan-1	CentralAsiaSiberia	F	5	130	1458	26	154
S_Eskimo_Naukan-2	CentralAsiaSiberia	F	5	119	1431	29	149
S_Eskimo_Sireniki-1	CentralAsiaSiberia	M	5	128	1338	13	155
S_Eskimo_Sireniki-2	CentralAsiaSiberia	F	5	125	1420	27	154
S_Estonian-1	WestEurasia	M	5	124	1441	17	130
S_Estonian-2	WestEurasia	M	5	114	1365	18	165
S_Even-1	CentralAsiaSiberia	F	5	110	1374	11	117
S_Even-2	CentralAsiaSiberia	M	5	117	1376	14	158
S_Even-3	CentralAsiaSiberia	F	5	122	1423	18	178
S_Finnish-1	WestEurasia	F	5	112	1420	13	132
S_Finnish-2	WestEurasia	M	5	139	1461	16	100
S_Finnish-3	WestEurasia	M	5	130	1413	17	149
S_French-1	WestEurasia	M	5	106	1327	24	161
S_French-2	WestEurasia	F	5	129	1478	12	147
S_Georgian-1	WestEurasia	M	5	124	1405	23	165
S_Georgian-2	WestEurasia	M	5	117	1470	11	133
S_Greek-1	WestEurasia	M	5	124	1506	24	167
S_Greek-2	WestEurasia	M	5	121	1494	13	128
S_Han-1	EastAsia	F	5	120	1398	15	150
S_Han-2	EastAsia	M	5	114	1353	27	165
S_Hazara-1	SouthAsia	M	5	134	1474	20	175
S_Hazara-2	SouthAsia	M	5	136	1443	13	133
S_Hezhen-1	EastAsia	M	5	122	1409	15	144
S_Hezhen-2	EastAsia	F	5	133	1415	21	165
S_Hungarian-1	WestEurasia	F	5	142	1414	13	137
S_Hungarian-2	WestEurasia	M	5	99	1353	26	162
S_Icelandic-1	WestEurasia	F	5	108	1402	19	143
S_Icelandic-2	WestEurasia	F	5	127	1403	25	156
S_Iranian-1	WestEurasia	M	5	121	1265	23	145
S_Iranian-2	WestEurasia	M	5	132	1399	9	128
S_Iraqi_Jew-1	WestEurasia	F	5	127	1456	25	161
S_Iraqi_Jew-2	WestEurasia	M	5	127	1323	9	120
S_Irula-1	SouthAsia	M	5	122	1389	17	125
S_Irula-2	SouthAsia	M	5	135	1542	22	149
S_Itelman-1	CentralAsiaSiberia	F	5	106	1423	25	154
S_Japanese-1	EastAsia	M	5	118	1444	26	154
S_Japanese-2	EastAsia	F	5	111	1366	31	178
S_Japanese-3	EastAsia	M	5	113	1399	23	114
S_Jordanian-1	WestEurasia	M	5	107	1410	22	154
S_Jordanian-2	WestEurasia	M	5	117	1364	19	116
S_Jordanian-3	WestEurasia	M	5	114	1445	17	120
S_Kalash-1	SouthAsia	M	5	138	1472	18	92
S_Kalash-2	SouthAsia	F	5	115	1369	23	183
S_Kapu-1	SouthAsia	M	5	124	1401	14	134
S_Kapu-2	SouthAsia	M	5	126	1432	15	167
S_Karitiana-1	America	M	5	123	1476	14	105
S_Karitiana-2	America	F	5	104	1395	25	140
S_Khonda_Dora-1	SouthAsia	M	5	120	1365	18	118
S_Kinh-1	EastAsia	F	5	119	1392	12	112
S_Kinh-2	EastAsia	M	5	118	1366	23	161
S_Korean-1	EastAsia	M	5	127	1408	17	145
S_Korean-2	EastAsia	F	5	130	1486	22	179
S_Kusunda-1	SouthAsia	M	5	120	1335	14	126
S_Kusunda-2	SouthAsia	M	5	136	1490	13	137
S_Kyrgyz-1	CentralAsiaSiberia	M	5	125	1399	21	146
S_Kyrgyz-2	CentralAsiaSiberia	F	5	111	1431	20	132
S_Lahu-1	EastAsia	F	5	118	1401	24	146
S_Lahu-2	EastAsia	M	5	132	1477	17	137
S_Lezgin-1	WestEurasia	M	5	117	1409	23	141
S_Lezgin-2	WestEurasia	M	5	109	1371	23	157
S_Madiga-1	SouthAsia	M	5	125	1407	26	150
S_Madiga-2	SouthAsia	M	5	113	1488	21	143
S_Makrani-1	SouthAsia	M	5	123	1366	18	154
S_Makrani-2	SouthAsia	F	5	156	1541	23	134
S_Mala-2	SouthAsia	M	5	119	1397	16	112
S_Mala-3	SouthAsia	M	5	119	1379	13	143
S_Mansi-1	CentralAsiaSiberia	M	5	134	1568	18	160
S_Mansi-2	CentralAsiaSiberia	F	5	114	1322	19	153
S_Mayan-1	America	F	5	125	1434	14	166
S_Mayan-2	America	F	5	131	1469	13	137
S_Miao-1	EastAsia	M	5	133	1385	24	130
S_Miao-2	EastAsia	F	5	112	1427	25	174
S_Mixe-2	America	F	5	136	1410	17	122
S_Mixe-3	America	F	5	122	1397	16	174
S_Mixtec-1	America	M	5	144	1526	14	121
S_Mixtec-2	America	F	5	125	1430	14	130
S_Mongola-1	CentralAsiaSiberia	M	5	123	1472	12	135
S_Mongola-2	CentralAsiaSiberia	F	5	123	1336	24	150
S_Naxi-1	EastAsia	M	5	106	1377	11	131
S_Naxi-2	EastAsia	F	5	133	1509	17	151
S_Naxi-3	EastAsia	F	5	122	1371	11	123
S_North_Ossetian-1	WestEurasia	M	5	123	1420	18	156
S_North_Ossetian-2	WestEurasia	M	5	115	1326	31	165
S_Norwegian-1	WestEurasia	F	5	118	1448	24	138
S_Orcadian-1	WestEurasia	M	5	115	1413	16	136
S_Orcadian-2	WestEurasia	F	5	112	1348	27	166
S_Oroqen-1	EastAsia	M	5	143	1366	14	110
S_Oroqen-2	EastAsia	F	5	101	1440	26	138
S_Palestinian-1	WestEurasia	M	5	113	1323	25	140
S_Palestinian-2	WestEurasia	M	5	122	1502	21	136
S_Palestinian-3	WestEurasia	F	5	128	1351	34	164
S_Pathan-1	SouthAsia	M	5	118	1408	29	147
S_Pathan-2	SouthAsia	F	5	138	1389	10	111
